List,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
2857,THST,"Truett-Hurst, Inc.",2,8920846,n/a,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/thst
2858,SMIT,"Schmitt Industries, Inc.",2.97,8897852.7,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/smit
2859,MYOS,MYOS RENS Technology Inc.,1.4,8882120.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myos
2860,KBSF,KBS Fashion Group Limited,5,8855660,n/a,2013,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf
2861,ELTK,Eltek Ltd.,4.33,8783630.16,n/a,1997,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk
2862,RNDV,First Trust US Equity Dividend Select ETF,21.78,8712043.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rndv
2863,ASET,FlexShares Real Assets Allocation Index Fund,28.9699,8690998.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aset
2864,AHPI,"Allied Healthcare Products, Inc.",2.1589,8664825.029,n/a,1992,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ahpi
2865,ORPN,Bioblast Pharma Ltd.,2.58,8623373.94,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orpn
2866,ATOS,Atossa Genetics Inc.,0.2702,8598504.618,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atos
2867,CCCL,"China Ceramics Co., Ltd.",2.69,8582619.85,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cccl
2868,SPEX,Spherix Incorporated,1.37,8541810.26,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/spex
2869,DWAT,Arrow DWA Tactical ETF,11.9531,8367170,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat
2870,NFEC,NF Energy Saving Corporation,1.17,8275748.13,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nfec
2871,SNDE,Sundance Energy Australia Limited,7.3,8233297.7,1127849,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/snde
2872,PY,Principal Shareholder Yield Index ETF,32.7534,8188382.753,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/py
2873,CLWT,Euro Tech Holdings Company Limited,3.65,8138072.85,n/a,1997,Consumer Durables,Diversified Electronic Products,http://www.nasdaq.com/symbol/clwt
2874,NNDM,Nano Dimension Ltd.,3.33,8132196.33,2442101,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/nndm
2875,FTLB,First Trust Hedged BuyWrite Income ETF,23.101,8085396.202,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftlb
2876,ARCI,"Appliance Recycling Centers of America, Inc.",1.1699,8043489.514,n/a,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/arci
2877,RNDM,First Trust Developed International Equity Select ETF,53.36,8004106.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rndm
2878,MSDI,"Monster Digital, Inc.",0.5518,7924384.35,n/a,2016,Technology,Electronic Components,http://www.nasdaq.com/symbol/msdi
2879,DWLV,PowerShares DWA Momentum & Low Volatility Rotation Portfolio,31.66,7915031.66,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwlv
2880,FCA,First Trust China AlphaDEX Fund,31.23,7807562.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fca
2881,FORTY,Formula Systems (1985) Ltd.,43.74,7722821.88,176562,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/forty
2882,SNES,"SenesTech, Inc.",0.7344,7630046.597,n/a,2016,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/snes
2883,MNGA,MagneGas Corporation,0.333,7582070.34,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga
2884,JSML,Janus Henderson Small Cap Growth Alpha ETF,37.3699,7548719.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsml
2885,MARPS,Marine Petroleum Trust,3.754,7508000,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps
2886,YECO,Yulong Eco-Materials Limited,3.09,7450206.3,n/a,2017,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/yeco
2887,FAAR,First Trust Alternative Absolute Return Strategy ETF,29.3948,7348758.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faar
2888,BOSC,B.O.S. Better Online Solutions,2.27,7346444.13,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc
2889,FTAG,First Trust Indxx Global Agriculture ETF,29.2101,7008320.873,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftag
2890,SLVO,X-Links Silver Shares Covered Call ETN,8.02,6817000,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/slvo
2891,FCAN,First Trust Canada AlphaDEX Fund,26.865,6716303.73,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcan
2892,CHCI,"Comstock Holding Companies, Inc.",1.87,6672232.93,n/a,2004,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/chci
2893,EPIX,ESSA Pharma Inc.,0.2291,6667242.77,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epix
2894,FHK,First Trust Hong Kong AlphaDEX Fund,43.73,6559587.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhk
2895,AVGR,"Avinger, Inc.",0.1997,6558147.601,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr
2896,WPCS,WPCS International Incorporated,1.0321,6485941.398,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/wpcs
2897,MTSL,MER Telemanagement Solutions Ltd.,2.2,6419714.4,n/a,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mtsl
2898,CHFS,"CHF Solutions, Inc.",3.52,6332458.88,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/chfs
2899,DDBI,Legg Mason Developed EX-US Diversified Core ETF,30.3274,6065480,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddbi
2900,BNTC,Benitec Biopharma Limited,3.24,5953626.36,1837539,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntc
2901,SKLN,Skyline Medical Inc.,0.9354,5876894.639,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/skln
2902,INPX,Inpixon ,0.247,5769133.058,n/a,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/inpx
2903,RNEM,First Trust Emerging Markets Equity Select ETF,55.9,5590111.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnem
2904,BSPM,"Biostar Pharmaceuticals, Inc.",2.11,5564466.68,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bspm
2905,KZIA,Kazia Therapeutics Limited,3.178,5492975.964,1728438,n/a,Capital Goods,Miscellaneous,http://www.nasdaq.com/symbol/kzia
2906,OSN,"Ossen Innovation Co., Ltd.",2.73,5415053.28,1983536,2010,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/osn
2907,IFON,InfoSonics Corp,1.6,5405248,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon
2908,DTYL,iPath US Treasury 10-year Bull ETN,77.11,5304628.23,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtyl
2909,SSKN,"Strata Skin Sciences, Inc.",1.2801,5217801.529,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/sskn
2910,OPHC,"OptimumBank Holdings, Inc.",4.66,5142063.02,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ophc
2911,FCRE,FC Global Realty Incorporated,0.96,5030714.88,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/fcre
2912,LMFA,"LM Funding America, Inc.",1.37,5027900,n/a,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfa
2913,LBIX,Leading Brands Inc,1.79,5016317.48,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix
2914,MILN,Global X Millennials Thematic ETF,19.7094,4928335.47,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/miln
2915,DFVL,iPath US Treasury 5-year Bull ETN,65.48,4760396,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl
2916,ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,10.47,4711510.47,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zbio
2917,DLBL,iPath US Treasury Long Bond Bull ETN,78.32,4533709.84,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbl
2918,AKER,Akers Biosciences Inc,0.1435,4508849.212,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/aker
2919,TVIZ,VelocityShares Daily 2x VIX Medium-Term ETN,8.44,4497659.12,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/tviz
2920,RNMC,First Trust Mid Cap US Equity Select ETF,21.9095,4381943.819,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnmc
2921,PZRX,"PhaseRx, Inc.",0.3742,4374521.112,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pzrx
2922,NURO,"NeuroMetrix, Inc.",1.86,4362665.34,n/a,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuro
2923,FTXN,First Trust Nasdaq Oil & Gas ETF,21.747,4349443.494,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxn
2924,LALT,PowerShares Multi-Strategy Alternative Portfolio,21.3301,4266020,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lalt
2925,DTUL,iPath US Treasury 2-year Bull ETN,60.5,4176496.5,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul
2926,STPP,iPath US Treasury Steepener ETN,30.75,4111275,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/stpp
2927,PMOM,Principal Sustainable Momentum Index ETF,26.2,3930026.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmom
2928,PVAL,Principal Contrarian Value Index ETF,25.49,3823525.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pval
2929,GNRX,VanEck Vectors Generic Drugs ETF,25.25,3787500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnrx
2930,LINU,LiNiu Technology Group,1.81,3767705.05,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/linu
2931,KONE,Kingtone Wirelessinfo Solution Holding Ltd,5.27,3764756.25,714375,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone
2932,FTW,First Trust Taiwan AlphaDEX Fund,37.0758,3707654.152,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftw
2933,ROSG,Rosetta Genomics Ltd.,0.5746,3407297.556,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
2934,FRSX,Foresight Autonomous Holdings Ltd.,5.01,3355081.77,669677,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/frsx
2935,XTLB,XTL Biopharmaceuticals Ltd.,2.45,3334141.3,1360874,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xtlb
2936,UDBI,Legg Mason US Diversified Core ETF,31.96,3323840,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/udbi
2937,YLCO,Global X Yieldco Index ETF,12.6,3150000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ylco
2938,DWCR,Arrow DWA Country Rotation ETF,31.31,3131000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwcr
2939,SRET,Global X SuperDividend REIT ETF,15.55,3110000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sret
2940,SLIM,The Obesity ETF,31.0437,3104401.044,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slim
2941,DCIX,Diana Containerships Inc.,4.03,3051487.79,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
2942,FKO,First Trust South Korea AlphaDEX Fund,30.45,3045060.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fko
2943,LRGE,ClearBridge Large Cap Growth ESG ETF,30.2375,3023810.475,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lrge
2944,FLAT,iPath US Treasury Flattener ETN,61.756,2886598.952,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/flat
2945,FTXR,First Trust Nasdaq Transportation ETF,26.74,2674053.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxr
2946,DWAC,Elkhorn Commodity Rotation Strategy ETF,25.76,2576051.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwac
2947,OLD,The Long-Term Care ETF,23.8305,2383073.831,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/old
2948,IMRN,Immuron Limited,5.41,2321658.22,429142,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imrn
2949,CYCCP,"Cyclacel Pharmaceuticals, Inc.",6.55,2196038.15,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
2950,FTXH,First Trust Nasdaq Pharmaceuticals ETF,21.9053,2190573.811,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxh
2951,MTP,Midatech Pharma PLC,1.23,2167089.03,1761861,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtp
2952,RNSC,First Trust Small Cap US Equity Select ETF,21.61,2161043.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnsc
2953,SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,21.19,2119042.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sdvy
2954,FTXG,First Trust Nasdaq Food & Beverage ETF,20.87,2087041.74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxg
2955,MDGS,Medigus Ltd.,1.41,1427866.11,1012671,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdgs
2956,DFVS,iPath US Treasury 5-year Bear ETN,31.575,1196692.5,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs
2957,FTXD,First Trust Nasdaq Retail ETF,21.75,1087543.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxd
2958,VIIZ,VelocityShares VIX Medium-Term ETN,5.9,973500,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/viiz
2959,FTEO,"FRONTEO, Inc.",13.1,838269,63990,2013,n/a,n/a,http://www.nasdaq.com/symbol/fteo
2960,OASM,Oasmia Pharmaceutical AB,0.9194,794030.616,863640,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/oasm
2961,SQZZ,Active Alts Contrarian ETF,25.853,646376.706,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqzz
2962,ABEOW,Abeona Therapeutics Inc.,10.6,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abeow
2963,ACERW,Acer Therapeutics Inc.,0.0119,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acerw
2964,ADXSW,"Advaxis, Inc.",1.01,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxsw
2965,AGNCN,AGNC Investment Corp.,25.84,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncn
2966,AGFSW,"AgroFresh Solutions, Inc.",0.49,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfsw
2967,AMBCW,"Ambac Financial Group, Inc.",5.73,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw
2968,AMRHW,"Ameri Holdings, Inc.",0.51,0,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/amrhw
2969,ASRVP,AmeriServ Financial Inc.,27.56,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp
2970,IBUY,Amplify Online Retail ETF,42.74,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibuy
2971,ANDAR,Andina Acquisition Corp. II,1.41,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andar
2972,ANDAU,Andina Acquisition Corp. II,14,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andau
2973,ANDAW,Andina Acquisition Corp. II,1.79,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andaw
2974,APDNW,Applied DNA Sciences Inc,0.39,0,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdnw
2975,ACGLO,Arch Capital Group Ltd.,25.08,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acglo
2976,ACGLP,Arch Capital Group Ltd.,24.96,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acglp
2977,AGIIL,"Argo Group International Holdings, Ltd.",25.3,0,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil
2978,ATACR,Atlantic Acquisition Corp.,0.6,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/atacr
2979,ATACU,Atlantic Acquisition Corp.,10.28,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/atacu
2980,AFHBL,"Atlas Financial Holdings, Inc.",26.9,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afhbl
2981,AHPAU,Avista Healthcare Public Acquisition Corp.,10.37,0,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/ahpau
2982,AHPAW,Avista Healthcare Public Acquisition Corp.,0.45,0,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/ahpaw
2983,RILYG,"B. Riley Financial, Inc.",25.47,0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rilyg
2984,RILYL,"B. Riley Financial, Inc.",26.0147,0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rilyl
2985,RILYZ,"B. Riley Financial, Inc.",25.9492,0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rilyz
2986,BHACR,Barington/Hilco Acquisition Corp.,0.2,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacr
2987,BHACU,Barington/Hilco Acquisition Corp.,10.4,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacu
2988,BHACW,Barington/Hilco Acquisition Corp.,0.1,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacw
2989,BNTCW,Benitec Biopharma Limited,0.3994,0,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntcw
2990,BRPA,Big Rock Partners Acquisition Corp.,9.7,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/brpa
2991,BRPAR,Big Rock Partners Acquisition Corp.,0.6799,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/brpar
2992,BRPAU,Big Rock Partners Acquisition Corp.,10.24,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/brpau
2993,BRPAW,Big Rock Partners Acquisition Corp.,0.41,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/brpaw
2994,BVXVW,BiondVax Pharmaceuticals Ltd.,1.726,0,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bvxvw
2995,BCACR,Bison Capital Acquisition Corp.,0.33,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/bcacr
2996,BCACU,Bison Capital Acquisition Corp.,10.3,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/bcacu
2997,BCACW,Bison Capital Acquisition Corp.,0.3011,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/bcacw
2998,BRACR,Black Ridge Acquisition Corp.,0.29,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/bracr
2999,BRACU,Black Ridge Acquisition Corp.,10.12,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/bracu
3000,BRACW,Black Ridge Acquisition Corp.,0.28,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/bracw
3001,BOFIL,"BofI Holding, Inc.",25.86,0,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bofil
3002,BOKFL,BOK Financial Corporation,25.64,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bokfl
3003,BPFHP,"Boston Private Financial Holdings, Inc.",25.65,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhp
3004,BPFHW,"Boston Private Financial Holdings, Inc.",9.2,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhw
3005,CSWCL,Capital Southwest Corporation,25.7187,0,n/a,n/a,Consumer Non-Durables,Textiles,http://www.nasdaq.com/symbol/cswcl
3006,CPTAG,Capitala Finance Corp.,24.949,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cptag
3007,CPTAL,Capitala Finance Corp.,25.0769,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cptal
3008,CATYW,Cathay General Bancorp,22.3,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/catyw
3009,CELGZ,Celgene Corporation,0.97,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celgz
3010,APOPW,Cellect Biotechnology Ltd.,2.85,0,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/apopw
3011,CLRBW,"Cellectar Biosciences, Inc.",0.1001,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrbw
3012,CLRBZ,"Cellectar Biosciences, Inc.",0.5,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrbz
3013,CETXP,Cemtrex Inc.,5.4,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cetxp
3014,CETXW,Cemtrex Inc.,0.2601,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cetxw
3015,CERCW,Cerecor Inc.,0.2162,0,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cercw
3016,CHEKW,Check-Cap Ltd.,0.37,0,n/a,2015,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/chekw
3017,CHSCL,CHS Inc,28.0003,0,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscl
3018,CMCTP,CIM Commercial Trust Corporation,n/a,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmctp
3019,CTXRW,"Citius Pharmaceuticals, Inc.",0.75,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctxrw
3020,CIVBP,"Civista Bancshares, Inc. ",73.95,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/civbp
3021,YLDE,ClearBridge Dividend Strategy ESG ETF,27.83,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ylde
3022,CLIRW,ClearSign Combustion Corporation,0.9,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clirw
3023,CMSSR,CM Seven Star Acquisition Corporation,0.27,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cmssr
3024,CMSSU,CM Seven Star Acquisition Corporation,10,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cmssu
3025,CMSSW,CM Seven Star Acquisition Corporation,0.26,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cmssw
3026,CYHHZ,"Community Health Systems, Inc.",0.0085,0,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyhhz
3027,CNACR,Constellation Alpha Capital Corp.,0.37,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cnacr
3028,CNACW,Constellation Alpha Capital Corp.,0.23,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cnacw
3029,COWNL,Cowen Inc.,26.5447,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownl
3030,COWNZ,Cowen Inc.,25.4783,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownz
3031,CYRXW,"CryoPort, Inc.",5.14,0,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/cyrxw
3032,CYTXW,Cytori Therapeutics Inc,0.0255,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytxw
3033,DRIOW,DarioHealth Corp.,0.3,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/driow
3034,DSKEW,"Daseke, Inc.",1.8501,0,n/a,2015,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dskew
3035,DFNL,Davis Select Financial ETF,24.31,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfnl
3036,DUSA,Davis Select U.S. Equity ETF,24.03,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dusa
3037,DWLD,Davis Select Worldwide ETF,27.34,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwld
3038,TACOW,"Del Taco Restaurants, Inc.",2.976,0,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/tacow
3039,DLPNW,"Dolphin Entertainment, Inc.",0.45,0,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dlpnw
3040,DOTAR,"Draper Oakwood Technology Acquisition, Inc.",0.5,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/dotar
3041,DOTAU,"Draper Oakwood Technology Acquisition, Inc.",10.56,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/dotau
3042,DOTAW,"Draper Oakwood Technology Acquisition, Inc.",0.54,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/dotaw
3043,EACQU,Easterly Acquisition Corp.,10.1,0,n/a,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacqu
3044,EACQW,Easterly Acquisition Corp.,0.71,0,n/a,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacqw
3045,EASTW,"Eastside Distilling, Inc.",0.62,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eastw
3046,EVGBC,Eaton Vance Global Income Builder NextShares,99.98,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evgbc
